text,summary_Llama-3.2-3B,summary_Llama-3.2-3B-Instruct
" dietary guidelines for the treatment of type 2 diabetes advocate the regular consumption of nuts and seeds . 
 key lipid abnormalities associated with diabetes include raised ldl - c , vldl - c , and tag concentrations and decreased concentrations of hdl - c . 
 the fatty acid profiles of nuts and seeds differ and may potentially influence lipid outcomes in people with diabetes differently . to examine the effects of nut or seed consumption on lipid and lipoprotein markers of cardiovascular disease ( cvd ) , we added almonds ( ad ) or sunflower kernels ( skd ) to a recommended diet in a randomised crossover feeding study . 
 twenty - two postmenopausal women with type 2 diabetes consumed personalised diets , with the addition of 30  g / d of either almonds or sunflower kernels . 
 all food was supplied for two periods of three weeks , separated by a four - week washout . 
 there was a significant reduction in high - density lipoprotein cholesterol ( hdl - c ) , triacylglycerol ( tag ) , and apolipoprotein ( apo ) a1 and b100 on the skd compared to the ad . 
 total ( tc ) and low density lipoprotein cholesterol ( ldl - c ) decreased significantly on both diets from baseline , with no difference between diets . a diet with the addition of either almonds or sunflower kernels has clinically beneficial effects on lipid- and lipoprotein - mediated cvd risk . ",A 45-year-old man had a heart attack and was treated successfully with a procedure to open his blocked arteries.,"Eating nuts and seeds can help lower cholesterol levels and reduce the risk of heart disease. A study looked at two types of nuts, almonds and sunflower kernels, and found that sunflower kernels had a greater effect on lowering cholesterol levels. Both types of nuts had a similar effect on reducing the risk of heart disease."
" objective : statins are still underused for the prevention of cardiovascular disease ( cvd ) in china . 
 hence , we conducted a systemic review on the pharmacology , clinical efficacy , and adverse events of atorvastatin , as well as on patient adherence.data sources : we conducted a systemic search in pubmed with the following keywords :  atorvastatin  
 ( supplementary concept ) or  atorvastatin  ( all field ) and (  china  [ ad ] or  china  [ all field ] or  
 chinese  
 [ all field]).study selection : clinical or basic research articles on atorvastatin were included.results:atorvastatin is a reversible and competitive inhibitor of 3-hydroxy-3-methylglutaryl - coenzyme a reductase , decreasing the de novo cholesterol synthesis . 
 the pharmacokinetics of atorvastatin among chinese is similar to those in caucasians , and several gene polymorphisms have proved to be associated with the metabolism of atorvastatin in the chinese population . 
 several international multiple - center randomized control trials have demonstrated the benefit of atorvastatin for primary and secondary prevention of cvd . 
 none of them , however , included the chinese , and current evidence in the population is still inadequate , due to the small sample size , low study quality , short study duration , and the use of surrogate endpoints instead of clinical endpoints . 
 the overall incidence of adverse events observed with atorvastatin did not increase in the 1080 mg dose range , and was similar to that observed with placebo and in patients treated with other statins , which makes atorvastatin well - tolerated in the chinese population . 
 moreover , high patient adherence was observed in clinical studies.conclusions:based on the current available evidence , there is no significant difference between chinese and non - chinese population in term of pharmacology and clinical efficacy / safety . 
 high - quality evidence is still needed to support the use of atorvastatin in high - risk chinese population . ","Statins are a class of drugs that can help prevent heart disease. However, they are still underused in China. We conducted a review of the literature to see if atorvastatin, a type of statin, is safe and effective in China. We found that atorvastatin is a type of statin that works by reducing the amount of cholesterol that the body makes. It is well tolerated and has been shown to be effective in preventing heart disease in people of all races. However, more research is needed to confirm these findings in the Chinese population.","Researchers looked at the use of a medicine called atorvastatin to prevent heart disease in China. They found that atorvastatin is effective in preventing heart disease, but the evidence is not strong enough to support its use in the Chinese population. The researchers also found that the medicine is well-tolerated and that patients tend to stick to the treatment plan."
" backgroundrecent studies have revealed a higher rate of cardiovascular complications in primary aldosteronism ( pa ) compared to patients with essential hypertension ( eh ) . 
 asymmetric dimethylarginine ( adma ) is a marker of endothelial dysfunction that could contribute to increased cardiovascular risk in patients with pa.objectivesthe aim of this study was to compare the levels of adma among patients with pa , controls with eh and healthy participants . 
 methods : serum adma levels were determined , using commercially available competitive enzyme - linked immunosorbent assay.methodsserum adma levels were determined , using commercially available competitive enzyme - linked immunosorbent assay.resultspatients with pa had significantly higher concentrations of adma than healthy controls ( 0.488  0.085 vs. 0.433  
 0.053 mol / l , p = 0.027 ) . 
 no difference was found in adma levels between cases with pa and eh ( 0.488  0.085 vs. 0.476  0.075 
 mol / l ,  = 0.636 ) . 
 the difference between patients with eh and normotensive controls did not reach statistical significance ( p = 0.06).conclusionsthe lack of difference between adma levels in patients with pa and eh suggests that endothelial dysfunction is more likely related to hypertension per se than to the specific etiology of elevated blood pressure . ","Recent studies have found that patients with primary aldosteronism (a condition in which the body produces too much of a hormone called aldosterone) have a higher risk of heart disease than people with high blood pressure who do not have primary aldosteronism. Asymmetric dimethylarginine (ADMA) is a marker of poor blood flow in the arteries. The aim of this study was to compare the levels of ADMA in patients with primary aldosteronism, people with high blood pressure who do not have primary aldosteronism, and healthy people. Methods: The researchers measured the levels of ADMA in the blood of 20 patients with primary aldosteronism, 20 people with high blood pressure who did not have primary aldosteronism, and 20 healthy people. Results: Patients with primary aldosteronism had higher levels of ADMA than healthy people (0.488 ± 0.085 vs. 0.433 ± 0.053 µ","Recent studies have shown that people with primary aldosteronism have a higher risk of heart problems compared to those with high blood pressure. We looked at a marker of poor blood vessel function, called asymmetric dimethylarginine (ADMA), to see if it was higher in people with primary aldosteronism compared to those with high blood pressure and healthy people. We found that people with primary aldosteronism had higher levels of ADMA than healthy people, but not those with high blood pressure. This suggests that the poor blood vessel function is more likely related to high blood pressure itself, rather than the underlying cause of high blood pressure."
" the occurrence of severe hypotension and bradycardia , following placing to the beach chair position from supine during general anesthesia for repair of tendon injury of the rotator cuff of shoulder in a healthy 50 year - old man was described . 
 the bezold - jarisch reflex , which is known to inhibit cardiovascular reflex and composed of three kinds of symptoms such as vasodilation , bradycardia and hypotension , has been reported mainly in peripheral nerve block , and may occur during orthostasis , hypovolemia , hemorrhage , supine inferior vena cava compression in pregnancy , interscalene block for shoulder surgery in the sitting position and so on . 
 the bradycardia and hypotension can be more aggravated when causative elements overlaps each other . 
 anticholinergics and vasopressor were injected intravenously , and position of the patient was changed to the supine position immediately resulting in a normal vital signs dramatically . ","A 50-year-old man had a sudden drop in blood pressure and heart rate when he was moved from lying down to sitting up. This is called the Bezold-Jarisch reflex. It is a reaction to a sudden change in position, and can be caused by a number of things, including blood loss, pregnancy, and nerve blocks. The man had a nerve block for a shoulder injury, and this was the cause of his sudden drop in blood pressure and heart rate. The doctor gave him some drugs to help his blood pressure and heart rate, and then moved him back to lying down, which made his blood pressure and heart rate normal again.","A 50-year-old man who had surgery on his shoulder had a sudden drop in blood pressure and heart rate after being moved from a lying down position to a sitting position during anesthesia. The drop in blood pressure and heart rate was caused by a reflex called the Bezold-Jarisch reflex, which can occur when someone is in a sitting position, has low blood volume, or is pregnant. The man's symptoms were relieved when he was moved back to a lying down position and given medication to help raise his blood pressure and heart rate."
" background : copper ( cu ) is essential both for its role in antioxidant enzymes , like cu / zinc ( zn ) superoxide dismutase ( sod ) and ceruloplasmin , as well as its role in lysyl oxidase , essential for the strength and integrity of the heart and blood vessels . with such a central role in cardiovascular health , cu has been generally overlooked in the debate over improving our cardiovascular health . 
 cu deficiency has produced many of the same abnormalities present in cardiovascular disease . 
 it seems almost certain that cu plays a large role in the development of this killer disease , not because of its excess in the diet , but rather its deficiency.aim:this study was undertaken to investigate the cardiovascular effects of cu deficiency on the activity of sod in patients with type 2 diabetes mellitus ( t2 dm ) with and without diabetic nephropathy.materials and methods : fifty - five patients with t2 dm were recruited in this study which were divided into two subgroups based on the presence of microalbuminuria , the first group ( microal buminuric group , n = 31 ) had a microalbuminuria between 30 and 299 g / mg . 
 the second group ( normoal buminuric group , n = 29 ) had an albumin level less than 30 g / mg . 
 the two diabetic groups were compared to the control group ( n = 37).results : the results of our study showed a significant reduction in the levels of sod enzyme associated with an increased urinary cu excretion in microalbuminuric group compared to the control group at p < 
 0.05.conclusions:the current study illustrates that the regulation of the blood concentrations of cu may be a potential therapeutic target for prevention and treatment of diabetic nephropathy . ","Copper is essential for the strength and integrity of the heart and blood vessels. It is also important for the antioxidant enzymes that protect the body from damage caused by free radicals. Copper deficiency has been linked to many of the same problems that are seen in cardiovascular disease. It seems almost certain that copper plays a large role in the development of this killer disease, not because of its excess in the diet, but rather its deficiency. This study was undertaken to investigate the cardiovascular effects of copper deficiency on the activity of the antioxidant enzyme superoxide dismutase in patients with type 2 diabetes mellitus (diabetes) with and without diabetic nephropathy (kidney disease). Fifty-five patients with type 2 diabetes were recruited in this study. The patients were divided into two subgroups based on the presence of microalbuminuria (protein in the urine). The first group (microalbuminuric group) had a microalbuminuria between 30 and 299 mg/g. The second group (",Research looked at how a lack of copper in patients with type 2 diabetes and kidney damage (diabetic nephropathy) affects the activity of an enzyme called superoxide dismutase. The study found that patients with kidney damage had lower levels of this enzyme and higher levels of copper in their urine. This suggests that copper may play a role in preventing or treating kidney damage in people with type 2 diabetes. The study found that regulating copper levels in the blood may be a potential way to prevent or treat diabetic nephropathy.
" backgroundwe aim to determine the prevalence of anemia in acute coronary syndrome ( acs ) patients and compare their clinical characteristics , management , and clinical outcomes to those without anemia in an unselected national acs cohort.methods and resultsthe myocardial ischemia national audit project ( minap ) registry collects data on all adults admitted to hospital trusts in england and wales with diagnosis of an acs . 
 we conducted a retrospective cohort study by analyzing patients in this registry between january 2006 and december 2010 and followed them up until august 2011 . 
 multiple logistic regressions were used to determine factors associated with anemia and the adjusted odds of 30day mortality with 1  g / dl incremental hemoglobin increase and the 30day and 1year mortality for anemic compared to nonanemic groups . 
 analyses were adjusted for covariates . 
 our analysis of 422  855 patients with acs showed that 27.7% of patients presenting with acs are anemic and that these patients are older , have a greater prevalence of renal disease , peripheral vascular disease , diabetes mellitus , and previous acute myocardial infarction , and are less likely to receive evidencebased therapies shown to improve clinical outcomes . 
 finally , our analysis suggests that anemia is independently associated with 30day ( or 1.28 , 95% ci 1.221.35 ) and 1year mortality ( or 1.31 , 95% ci 1.271.35 ) , and we observed a reverse jshaped relationship between hemoglobin levels and mortality outcomes.conclusionsthe prevalence of anemia in a contemporary national acs cohort is clinically significant . 
 patients with anemia are older and multimorbid and less likely to receive evidencebased therapies shown to improve clinical outcomes , with the presence of anemia independently associated with mortality outcomes . ","We looked at the prevalence of anemia in patients with a heart attack and compared their clinical characteristics, management, and clinical outcomes to those without anemia in a national study of heart attacks.","We looked at how common anemia is in people who have a heart attack and how it affects their treatment and outcome. We found that 27.7% of people who had a heart attack are anemic. These people are older, have more health problems, and are less likely to get the right treatment. We also found that anemia is linked to a higher risk of dying within 30 days and 1 year after a heart attack."
" chronic intestinal pseudo - obstruction results in clinical manifestations that resemble intestinal obstruction but in the absence of any physical obstructive process . 
 fabry disease is an x - linked lysosomal storage disease characterized by the dysfunction of multiple systems , including significant gastrointestinal involvement . 
 we report the occurrence of chronic intestinal pseudo - obstruction in two unrelated patients with fabry disease and the possible explanation of a direct relation of these two disorders . in fabry disease , 
 gastrointestinal symptoms occur in approximately 70% of male patients , but the frequency ranges from 19% to 69% in different series . in some patients , colonic dysmotility due glycolipid deposition in autonomic plexus and ganglia can lead to the pseudo - obstruction syndrome , simulating intestinal necrosis . 
 that is why up to this date colostomy has been performed in some cases , even for children with fd without cardiac , renal or cerebrovascular compromise . 
 early treatment with enzyme replacement therapy in asymptomatic or mildly symptomatic patients may be justified in order to prevent disease progression . 
 several studies have demonstrated that enzyme replacement therapy alleviates gi manifestations . because of the non - specific nature of the gastrointestinal symptoms , diagnosis of fabry disease is often delayed for several years . 
 gastrointestinal involvement is often misdiagnosed or under - reported . 
 it is therefore very important to consider fabry disease in the differential diagnosis of chronic intestinal pseudo - obstruction . ","Chronic intestinal pseudo-obstruction is a condition that can cause symptoms similar to those of intestinal obstruction, but without any physical obstruction. It is often caused by Fabry disease, which is an X-linked lysosomal storage disease that affects multiple systems, including the gastrointestinal system. We report the occurrence of chronic intestinal pseudo-obstruction in two unrelated patients with Fabry disease and the possible explanation of a direct relationship between these two disorders. In Fabry disease, gastrointestinal symptoms occur in approximately 70% of male patients, but the frequency ranges from 19% to 69% in different series. In some patients, colonic dysmotility due to glycolipid deposition in the autonomic plexus and ganglia can lead to the pseudo-obstruction syndrome, simulating intestinal necrosis. For this reason, up to this date, colostomy has been performed in some cases, even for children with FD without cardiac, renal, or cerebrovascular compromise. Early treatment with enzyme replacement therapy in","Two patients with a rare disease called Fabry disease had trouble with their intestines and were diagnosed with a condition that made it seem like their intestines were blocked, even though there was no blockage. The disease causes problems with the digestive system, and in some cases, it can cause the intestines to not move properly, leading to symptoms that are similar to those of intestinal blockage. In some cases, surgery was performed to relieve the symptoms, and in other cases, treatment with a medicine that replaces the enzyme that is missing in the disease was given. The disease can cause problems with the digestive system for many years, and it is often misdiagnosed or not reported. It is very important to consider this disease when looking for a cause of intestinal blockage symptoms."
" although cardiac myxoma is the most commonly encountered benign cardiac tumor in cardiac surgery practice , recurrent cardiac myxoma is very rare , is most commonly related to the carney complex , and usually requires multiple cardiac operations with specific requirements in terms of perioperative management . in this report 
 , we describe a patient who experienced the fourth recurrence of cardiac myxoma and review the diagnostic criteria of the carney complex . 
 this is the first report of such a case in korea . ",A 69-year-old woman had a large amount of fluid in her chest cavity. She had a procedure to,"A rare type of tumor called a cardiac myxoma grows in the heart. It's usually harmless, but sometimes it can grow back (recur) and cause problems. This patient had the tumor for the fourth time and needed special care before and after surgery. We're reporting on this case because it's the first time this has happened in Korea."
" abstractapproximately 60% to 87% of patients with heart failure ( hf ) report sexual problems , and numbers as low as 31% of hf patients younger than 70 have normal sexual function . 
 when compared with healthy elders , the amount of perceived sexual dysfunction might be similar ( around 56% ) , but patients with hf are reporting more erectile dysfunction ( ed ) and also perceive that their hf symptoms ( 20% ) or hf medication ( 10% ) is the cause for their problems . 
 the prevalence of ed is highly prevalent in men with cardiac disease and reported in up to 81% of cardiac patients , compared with 50% in the general older population . in total 2576% of women with hf report sexual problems or concerns.the physical effort related to sexual activity in cardiac patients can be compared to mild to moderate physical activity . 
 the related energy expenditure of sexual activity falls in the range of three to five metabolic units ( mets ) , which can be compared to the energy needed to climb three flights of stairs , general housework , or gardening.information about sexual activity is often overlooked by health care professionals treating hf patients . 
 advice and counselling about this subject are needed to decrease worries of patients and partners , avoid skipping medication because of fear for side effects , or prevent inappropriate use of potency enhancing drugs or herbs . ","Approximately 60% to 87% of patients with heart failure report sexual problems, and numbers as low as 31% of heart failure patients younger than 70 have normal sexual function. When compared with healthy elders, the amount of perceived sexual dysfunction might be similar (around 56%), but patients with heart failure are reporting more erectile dysfunction and also perceive that their heart failure symptoms (20%) or heart failure medication (10%) is the cause for their problems. The prevalence of erectile dysfunction is highly prevalent in men with cardiac disease and reported in up to 81% of cardiac patients, compared with 50% in the general older population. In total, 25% of women with heart failure report sexual problems or concerns. The physical effort related to sexual activity in cardiac patients can be compared to mild to moderate physical activity. The related energy expenditure of sexual activity falls in the range of three to five metabolic units (METS), which can be compared to the energy needed to climb three flights of","Many people with heart failure have problems with sex. Some people with heart failure have very low sex drive, while others have normal sex drive. However, people with heart failure are more likely to have problems with erections and think that their heart problems or heart medication are the cause. Women with heart failure also have problems with sex. The physical activity required for sex is similar to mild to moderate exercise. Healthcare providers often overlook this issue and need to provide advice and counseling to help patients and their partners."
" external ventricular drainage ( evd ) is frequently used in neurosurgery to drain cerebrospinal fluid in patients with raised intracranial pressure . 
 we performed a retrospective single center study in order to evaluate the incidence of evd - related infections and to identify underlying risk factors . 
 246 evds were placed in 218 patients over a 30-month period . 
 evd was continued in median for 7 days ( range 144 ) . 
 the cumulative incidence of evd - related infections was 8.3% ( 95% ci , 5.312.7 ) with a device - associated infection rate of 10.4 per 1000 drainage days ( 95% ci , 6.216.5 ) . 
 the pathogens most commonly identified were coagulase - negative staphylococcus ( 62% ) followed by enterococcus spp . 
 ( 19% ) . 
 patients with an evd - related infection had a significantly longer icu ( 11 versus 21 days , p < 0.01 ) and hospital stay ( 20 versus 28.5 days , p < 0.01 ) than patients without . 
 median total duration of external drainage was twice as long in patients with evd - related infection ( 6 versus 12 days , p < 0.01 ) . 
 however , there was no significant difference in the duration between first evd placement and the occurrence of evd - related infection and evd removal in patients without evd - related infection ( 6 versus 7 days , p = 0.87 ) , respectively . 
 interestingly no risk factor for evd - related infection could be identified in our cohort of patients . ",We looked at 246 patients who had a tube put into their head to drain fluid from their brain. The tube was in for a median of 7 days. 8.3% of patients had an infection around the tube. The most common bacteria were staphylococcus and enterococcus. Patients with infections stayed in hospital longer and had tubes in for longer. There was no risk factor for infection.,"We looked at how often external drainage tubes (used to drain fluid from the brain) got infected in patients who had them placed in a hospital. We found that about 8% of patients got infected, and the most common bacteria were Staphylococcus and Enterococcus. Patients who got infected had longer hospital stays and longer periods of time with the drainage tube. However, we couldn't find any specific risk factors that made patients more likely to get infected."
" diffuse pulmonary ossification ( dpo ) is a rarely diagnosed entity that may present with characteristic imaging features . 
 it is listed in the differential diagnosis of lung parenchymal calcifications and should be considered by the radiologist if the appropriate findings are identified . 
 we report a case of dpo secondary to mitral stenosis in a patient whose severe cardiac pathology lead to death few weeks after a chest ct was done . to date , there are no specific treatments with proved benefit in this pathology . ",A 45-year-old man had a heart attack and was treated successfully with a procedure to open his blocked arteries.,A rare condition called diffuse pulmonary ossification (dpo) was found in a patient who had severe heart problems. The patient died soon after the condition was discovered. There is no proven treatment for this condition.
" objectiveto examine the relationship of parity with diabetes and markers of glucose homeostasis in older women.research design and methodswe used data from the female participants in the cardiovascular health study , a longitudinal cohort of adults aged 65 years . 
 these data included an assessment of parity ( baseline ) and fasting serum levels of glucose , insulin , and medication use ( baseline and follow - up ) . 
 we estimated both the cross - sectional relationship of parity with baseline diabetes and the relationship of parity with incident diabetes.resultsin unadjusted analyses , women with grand multiparity ( 5 live births ) had a higher prevalence of diabetes at baseline compared with those with fewer births and with nulliparous women ( 25 vs. 12 vs. 15% ; p < 0.001 ) . in regression models controlling for age and race , grand multiparity was associated with increased prevalence of diabetes ( prevalence ratio 1.57 [ 95% ci 1.202.06 ] ) ; with addition of demographic and clinical factors to the model , the association was attenuated ( 1.33 [ 1.001.77 ] ) . in final models that included body anthropometrics , the association was no longer significant ( 1.21 [ 0.861.49 ] ) . in those without diabetes at baseline , parity was not associated with incident diabetes or with fasting glucose ; however , there was a modest association of parity with fasting insulin and homeostasis assessment model of insulin resistance.conclusionsgrand multiparity is associated with diabetes in elderly women in cross - sectional analyses . 
 this relationship seems to be confounded and/or mediated by variation in body weight and sociodemographic factors by parity status . in older nondiabetic women , higher parity 
 does not pose an ongoing risk of developing diabetes . ","We examined the relationship between the number of children a woman has had and diabetes and markers of glucose homeostasis in older women. We used data from the Cardiovascular Health Study, a longitudinal cohort of adults aged 65 years. These data included an assessment of parity (baseline) and fasting serum levels of glucose, insulin, and medication use (baseline and follow-up). We estimated both the cross-sectional relationship of parity with baseline diabetes and the relationship of parity with incident diabetes. In unadjusted analyses, women with grand multiparity (five live births) had a higher prevalence of diabetes at baseline compared with those with fewer births and with nulliparous women (25% vs. 12% vs. 15%; p < 0.001). In regression models controlling for age and race, grand multiparity was associated with increased prevalence of diabetes (prevalence ratio 1.57 [95% CI 1.20-2.06]) ; with addition of demographic and clinical factors to","Researchers looked at how having many children (parity) affects the risk of diabetes in older women. They studied a group of women over 65 years old who had given birth 5 or more times (grand multiparity). The study found that women with 5 or more children had a higher chance of having diabetes. However, when the researchers took into account other factors such as age, race, weight, and other health issues, the association between having many children and diabetes was not as strong. In fact, the study found that women with 5 or more children did not have a higher risk of developing diabetes if they were already healthy and did not have diabetes at the beginning of the study."
" abstractthe aim of this study was to assess the performance of the etview vivasight sl ( etview ) single - lumen airway tube with an integrated high - resolution imaging camera in a manikin - simulated cardiopulmonary resuscitation scenario with and without chest compression.this was a randomized crossover manikin trial . following a brief training session , 
 107 volunteer novice physicians who were inexperienced with airway management attempted to intubate a manikin using a macintosh laryngoscope ( mac ) and an etview , with and without chest compressions . 
 the participants were instructed to make 3 attempts in each scenario . in this trial , we compared intubation time , intubation success rates , and glottic visibility using a cormack & lehane grade . 
 dental compression and ease of use of each device were also assessed.median intubation times for the etview and mac without chest compressions were 17 ( iqr , 1519 ) s and 27 ( iqr , 2533 ) s , respectively ( p  <  0.001 ) . 
 the etview proved more successful on the first intubation attempt than the mac , regardless of compressions . 
 continuation of compressions caused an increase in intubation times for both the etview ( p  =  0.27 ) and the mac ( p  <  0.005).the etview vivasight sl is an effective tool for endotracheal intubation when used by novice physicians in a manikin - simulated cardiac arrest , both with and without chest compressions.trial registration : clinicaltrials.gov identifier : nct02295618 . ","This study looked at the performance of a new device called the etview vivasight sl ( etview ) single - lumen airway tube with an integrated high - resolution imaging camera in a manikin - simulated cardiopulmonary resuscitation scenario with and without chest compression. 
 107 volunteer novice physicians who were inexperienced with airway management attempted to intubate a manikin using a macintosh laryngoscope ( mac ) and an etview, with and without chest compressions. 
 the participants were instructed to make 3 attempts in each scenario. in this trial, we compared intubation time, intubation success rates, and glottic visibility using a cormack & lehane grade. 
 dental compression and ease of use of each device were also assessed.median intubation times for the etview and mac without chest compressions were 17 ( iqr, 1519 ) s and 27 ( iqr, 2533 )","This study looked at how well a new airway tube with a camera works in helping novice doctors intubate a manikin (a fake person) during a simulated heart attack. The study found that the new tube was faster and more successful than a traditional tube, even when the doctors were not using chest compressions. The new tube was also easier to use. The study suggests that the new tube is a good tool for novice doctors to use during a heart attack."
" a 22-year - old woman presented with acute left - sided pleuritic chest pain and dyspnea 6 days after surgery for revision of the stenotic central aortopulmonary shunt . 
 she had a history of tetralogy of fallot ( tof ) , pulmonary valve stenosis , ventricular septal defect and major aortopulmonary collateral artery . 
 her waterston shunt was placed when she was 5 years old and stented and re - dilated after stenosis . 
 acute pulmonary thromboemboli ( pte ) was suspected and pulmonary perfusion scan was performed with 4 mci 99 m technetium labeled macroaggregated albumin . 
 the left lung was globally hypoperfused with evident uptake in the brain , renal parenchyma and thyroid . 
 spect images revealed a segmental wedge - shaped peripheral defect in the posterior segment of the left upper lobe . 
 the scan was interpreted as acute / chronic pte or vascular abnormality . 
 ct angiography excluded pte ; nevertheless the patient was treated with a therapeutic dose of heparin changed to warfarin and was discharged with improvement of the symptoms . 
 pulmonary artery angiography was not performed . ","A 22-year-old woman had chest pain and shortness of breath 6 days after surgery to fix a heart problem. She had a history of a heart problem called tetralogy of Fallot, a valve problem, a hole in the wall between the heart chambers, and a blood vessel that carried blood from the heart to the lungs. She had a waterston shunt placed when she was 5 years old and stented and re-dilated after stenosis. Acute pulmonary thromboemboli (PTE) was suspected and a pulmonary perfusion scan was performed with 4 mCi 99m technetium labeled macroaggregated albumin. The left lung was globally hypoperfused with evident uptake in the brain, renal parenchyma, and thyroid. Spect images revealed a segmental wedge-shaped peripheral defect in the posterior segment of the left upper lobe. The scan was interpreted as acute/chronic PTE or vascular abnormality. CT angiography","A 22-year-old woman had chest pain and shortness of breath 6 days after surgery to fix a heart defect. She had a history of heart defects, including a narrowed pulmonary valve and a hole in the wall between the heart's chambers. She had a shunt placed in her heart when she was 5 years old, which was later stented and re-dilated. She had suspected blood clots in her lungs and had a scan that showed she had a blockage in one of her lung lobes. She was treated with blood thinners and discharged with improvement in her symptoms."
" abstractintroductionperiodontitis may add to the systemic inflammatory burden in individuals with chronic kidney disease ( ckd ) , thereby contributing to an increased mortality rate . 
 this study aimed to determine the association between periodontitis and mortality rate ( allcause and cardiovascular diseaserelated ) in individuals with stage 35 ckd , hitherto referred to as  
 ckd.methodssurvival analysis was carried out using the third national health and nutrition examination survey ( nhanes iii ) and linked mortality data . 
 cox proportional hazards regression was employed to assess the association between periodontitis and mortality , in individuals with ckd . 
 this association was compared with the association between mortality and traditional risk factors in ckd mortality ( diabetes , hypertension and smoking).resultsof the 13,784 participants eligible for analysis in nhanes iii , 861 ( 6% ) had ckd . 
 the median followup for this cohort was 14.3  years . adjusting for confounders , 
 the 10year allcause mortality rate for individuals with ckd increased from 32% ( 95% ci : 2935% ) to 41% ( 3647% ) with the addition of periodontitis . for diabetes , 
 the 10year allcause mortality rate increased to 43% ( 3849%).conclusionthere is a strong , association between periodontitis and increased mortality in individuals with ckd . 
 sources of chronic systemic inflammation ( including periodontitis ) may be important contributors to mortality in patients with ckd . ","Periodontitis ( gum disease ) may increase the risk of death in people with chronic kidney disease ( CKD ). 
This study looked at the association between periodontitis and death in people with CKD. 
The study used data from the National Health and Nutrition Examination Survey ( NHANES ) and linked mortality data. 
The study found that people with CKD who had periodontitis had a higher risk of death than those without periodontitis. 
The study also found that people with CKD who had diabetes, hypertension, or smoking had a higher risk of death than those without these conditions. 
The study concluded that periodontitis may be an important contributor to mortality in people with CKD.","This study looked at how periodontitis (gum disease) might affect people with chronic kidney disease (CKD). It found that people with gum disease had a higher risk of dying from all causes, including heart disease, and that this risk was even higher for people with diabetes. The study suggests that gum disease may be an important contributor to the increased risk of death in people with CKD."
" stroke associated with non - valvular atrial fibrillation ( nvaf ) is one of the most important subtypes of ischemic stroke , and its importance is becoming even more apparent in an aging population . to assess the risk of stroke associated with nvaf , the chads2 and cha2ds2-vasc scores are mainly used . 
 such scores can be used to predict the recurrence and prognosis of ischemic stroke . 
 in addition , new oral anticoagulants ( noacs ) and devices are being evaluated in the prevention of stroke associated with nvaf in addition to treatment with the conventional oral anticoagulant , warfarin . since clinical experience with noacs is not globally sufficient , a cautious approach is needed . ",A 45-year-old man had a heart attack and was treated successfully with a procedure to open his,"A stroke that happens because of a heart problem called atrial fibrillation is very common in older people. To figure out if someone with atrial fibrillation is at risk of having another stroke, doctors use a special test to see how likely they are to have another stroke. They also try new medicines and devices to help prevent strokes in people with atrial fibrillation. But these new medicines and devices are still being tested, so doctors are being careful."
" objectiveto analyze the influencing factors of the functional significance determined by fractional flow reserve ( ffr ) in intermediate coronary artery stenosis.methodsthe study enrolled 143 patients with 203 intermediate coronary lesions . 
 pressure - derived ffr of these lesions was gained at maximal hyperemia induced by intravenous adenosine infusion . an ffr < 0.80 was considered as abnormal functional significance . 
 anatomic parameters at the lesion sites were obtained by off - line quantitative coronary angiography analysis ( qca ) . 
 the predictive value of the demographic characteristics and anatomic parameters for ffr in these intermediate lesions was assessed using multiple linear and binary logistic regression analysis.resultsoverall , ffr < 0.8 was found in 70 ( 34% ) of the total 203 intermediate coronary lesions . 
 ffr values were positively correlated with qca - measured minimum lumen diameters ( mld , r = 0.372 , p = 0.000 ) and the reference vessel diameters ( rvd , r = 0.217 , p = 0.002 ) were negatively correlated with percent area stenosis ( as , r = 0.251 , p = 0.000 ) and percent diameter stenosis ( ds , r = 0.210 , p = 0.000 ) . 
 age , mld and the lesion location in different coronary arteries were the independent determinants of ffr < 0.8.conclusionsmld can predict the functional significance of intermediate coronary stenosis , while age and the lesion location in different coronary arteries should be taken into account as important influencing factors of ffr values . ","The study looked at 143 patients with 203 intermediate coronary lesions. The study found that the functional significance of these lesions was determined by fractional flow reserve ( ffr ). The study found that the ffr values were positively correlated with the minimum lumen diameter ( mld ) and the reference vessel diameter ( rvd ). The study found that the ffr values were negatively correlated with the percent area stenosis ( as ) and the percent diameter stenosis ( ds ). The study found that age, mld and the lesion location in different coronary arteries were the independent determinants of ffr < 0.8.","Researchers studied 143 patients with blocked arteries to see how different factors affect the results of a test called fractional flow reserve (FFR). They found that the size of the blocked artery (minimum lumen diameter) and the location of the blockage in the coronary artery were important factors in determining the results of the FFR test. They also found that age was a factor in the results of the FFR test. The researchers concluded that the size of the blocked artery is a good predictor of the results of the FFR test, and that age and the location of the blockage should be taken into account when interpreting the results of the test."
