text,summary_Llama-3.2-3B,summary_Llama-3.2-3B-Instruct
" 
 objective . 
 the purpose of the recent study was to prepare and estimate sustained release of ethylcellulose ( 300  cps ) and eudragit ( rs 100 and rl 100 ) microparticles containing propranolol hydrochloride used as a treatment of cardiovascular system , especially hypertension . 
 method . 
 propranolol hydrochloride was microencapsulated with different polymers ( ethylcellulose , eudragit rs , and eudragit rl ) using modified hydrophobic ( o / o ) solvent evaporation method using 1  :  1 combination of acetone and isopropanol as the internal phase . 
 obtained microparticles were showing higher batch yield with higher encapsulation efficiency . 
 microparticles were prepared with different ratios of 1  :  1 , 1  :  3 , 1  :  5 , and 1  :  7 ( % , wt / wt ) using span 80 ( % , v / v ) as a surfactant . results . 
 the influence of formulation factors like drug : polymer ratio , internal phase , and type of polymers on obtained microparticles was characterized with respect to particle size distribution , encapsulation efficiency , percentage yield , ftir , and fe - sem . 
 higher encapsulation efficiencies were obtained with various polymers like ethylcellulose ( 96.63    0.5 ) compared to eudragit rs 100 ( 83.70    0.6 ) and rl 100 ( 89.62    0.6 ) . 
 the in vitro release study was characterized by initial burst . 
 conclusion . 
 the result of study displays that ethylcellulose and eudragit loaded microparticles of propranolol hydrochloride can be effectively prepared using modified hydrophobic emulsification solvent evaporation technique . 
 therefore , the modified hydrophobic emulsion technique can also be applied to the preparation of microparticles for low molecular weight and highly water soluble drugs . ","The purpose of the recent study was to prepare and estimate sustained release of ethylcellulose ( 300  cps ) and eudragit ( rs 100 and rl 100 ) microparticles containing propranolol hydrochloride used as a treatment of cardiovascular system, especially hypertension. Propranolol hydrochloride was microencapsulated with different polymers ( ethylcellulose, eudragit rs, and eudragit rl ) using modified hydrophobic ( o / o ) solvent evaporation method using 1  :  1 combination of acetone and isopropanol as the internal phase. Obtained microparticles were showing higher batch yield with higher encapsulation efficiency. Microparticles were prepared with different ratios of 1  :  1, 1  :  3, 1  :  5, and 1  :  7 ( %, wt / wt ) using span","Researchers studied how to make tiny particles that can release a medicine called propranolol hydrochloride to treat high blood pressure. They used different types of materials to make these particles and found that some materials worked better than others. The particles were tested and found to release the medicine slowly, which is good for treating high blood pressure. The researchers think that this method can be used to make particles for other medicines that are hard to make into particles."
" backgroundthe differing relations of steady and pulsatile components of central hemodynamics and aortic stiffness with cardiac dimensions and function have not been fully elucidated.methods and resultscentral hemodynamics and carotidfemoral pulse wave velocity ( cfpwv , a measure of aortic stiffness ) were measured by arterial tonometry in 5799 participants of the framingham heart study ( mean age 51  years , 54% women ) and related to echocardiographic left ventricular ( lv ) dimensions and systolic and diastolic function using multivariableadjusted partial pearson correlations . 
 mean arterial pressure ( map , steady component of central blood pressure ) was associated positively with lv wall thickness ( r=0.168 ; p<0.0001 ) but showed only a weak direct association with lv diastolic dimension ( r=0.035 , p=0.006 ) . 
 central pulse pressure ( pulsatile component of central blood pressure ) showed a direct correlation with both lv diastolic dimension and lv wall thickness ( r=0.08 and 0.044 , both p<0.0001 in multivariable models that included map ) . 
 cfpwv was not associated with lv structure ( all p0.27 ) in mapadjusted models ) . 
 both map and cfpwv were associated inversely with lv diastolic function ( e ; r=0.140 and 0.153 , respectively ; both p<0.0001 ) , and these associations persisted after additional adjustment for lv mass and central pulse pressure ( r=0.142 and 0.108 , both p<0.0001 ) . map and cfpwv were not associated with lv fractional shortening ( p0.10 ) , whereas central pulse pressure was positively related ( r=0.064 , p<0.0001).conclusionspulsatile and steady components of central pressure are conjointly yet variably related to lv structure . 
 cfpwv is related to lv diastolic function but not to systolic function . 
 additional studies are warranted to confirm these observations . ","The steady and pulsatile components of central blood pressure were measured in 5,799 people from the Framingham Heart Study. The steady component was associated with left ventricular wall thickness, but only weakly with left ventricular diastolic dimension. The pulsatile component was associated with both left ventricular diastolic dimension and wall thickness. Aortic stiffness was not associated with left ventricular structure. Both steady and pulsatile components of central blood pressure were associated with left ventricular diastolic function, but not with systolic function. Additional studies are warranted to confirm these observations.","Researchers studied how the pressure in the arteries (central hemodynamics) and the stiffness of the arteries (aortic stiffness) are related to the size and function of the heart. They found that the pressure in the arteries and the stiffness of the arteries are related to the thickness of the heart muscle and the heart's ability to relax. They also found that the stiffness of the arteries is related to the heart's ability to relax, but not to how well the heart pumps blood. Further studies are needed to confirm these findings."
" background and purposedravet syndrome ( ds ) is a severe , drugresistant epilepsy . 
 fenfluramine has been reported to have a longterm clinically meaningful anticonvulsive effect in patients with ds.methodsthis prospective , openlabel study assessed the safety and effectiveness of lowdose fenfluramine in a new cohort of patients with ds . following a 3month baseline period , 
 fenfluramine was added to each patient 's current antiepileptic drug regimen at a dose of 0.251.0 mg / kg / day ( max . 
 20 mg / day ) . 
 the incidence of major motor seizures ( tonic , clonic , tonic  
 clonic , atonic and myoclonic seizures lasting > 30 s ) in both the baseline and treatment periods was assessed via a seizure diary . 
 periodic echocardiographic examinations during the treatment period were used to assess cardiovascular safety.resultsnine patients ( aged 1.229.8 years ) enrolled in the study and were treated with fenfluramine for a median duration of 1.5 ( range , 0.35.1 ) years . 
 median frequency of major motor seizures was 15.0/month in the baseline period . 
 all patients demonstrated a reduction in seizure frequency during the treatment period with a median reduction of 75% ( range , 28100% ) . 
 seven patients ( 78% ) experienced a 50% reduction in major motor seizure frequency . 
 the most common adverse events were somnolence ( n = 5 ) and anorexia ( n = 4 ) . 
 no evidence of cardiac valvulopathy or pulmonary hypertension was observed.conclusionsthe effectiveness and safety of lowdose fenfluramine as an addon therapy for ds in this new prospective cohort supports previous findings . ","This study looked at the effectiveness and safety of a low dose of fenfluramine as an add-on therapy for drug-resistant epilepsy. The study included nine patients, aged 1 to 29 years, who were treated with fenfluramine for a median duration of 1.5 years. The study found that the frequency of major motor seizures (tonic, clonic, tonic-clonic, atonic and myoclonic seizures lasting more than 30 seconds) was reduced by 75% in the treatment period compared to the baseline period. Seven patients (78%) experienced a 50% reduction in major motor seizure frequency. The most common adverse events were somnolence and anorexia. No evidence of cardiac valvulopathy or pulmonary hypertension was observed. The study concluded that the effectiveness and safety of low-dose fenfluramine as an add-on therapy for drug-resistant epilepsy was supported by previous findings.",This study looked at whether a low dose of the medication fenfluramine can help control seizures in people with a rare and severe form of epilepsy called Dravet syndrome. The study found that 9 patients with Dravet syndrome took fenfluramine for 1.5 years and had a 75% reduction in seizures. The most common side effects were feeling sleepy and not wanting to eat. The study did not find any evidence of heart problems or lung problems.
" backgroundobstructive sleep apnea ( osa ) is known to be closely associated with cardiovascular disease . 
 carotid intima - media thickness ( imt ) is widely used for assessment of atherosclerosis . 
 mean platelet volume ( mpv ) is a new marker associated with atherothrombosis . in this study 
 , we aimed to detect early atherosclerosis by measuring carotid intima - media thickness and to investigate the relationship between mpv and imt and osa severity.material/methodsthe study population consisted of 158 patients who underwent polysomnography and did not have any overt cardiac disease or risk factors . 
 carotid imt was measured by ultrasonography . 
 blood samples were taken for mpv determination . 
 subjects were divided into 4 groups according to osa severity : control , mild , moderate , and severe osa.resultsthe patients with osa ( mild , moderate , severe ) had an increased carotid imt ( 0.590.2 , 0.600.1 , 0.640.1 , respectively ) compared to controls ( 0.500.1 , p<0.05 ) . 
 there were no differences found between groups regarding mean platelet volume . 
 carotid imt was found to be positively correlated with age , systolic blood pressure , apnea - hypopnea index ( ahi ) , oxygen desaturation index ( odi ) , and time duration with oxygen saturation < 90% ( t90 ) , and negatively correlated with minimum spo2 and mean spo2 . 
 mpv was not correlated with osa severity or other parameters . 
 carotid imt was found to be effective in predicting the presence of osa [ auc=0.769 ( 0.683 , 0.855 ) , p<0.001 ) ] but mpv was not found to be effective [ auc=0.496 ( 0.337,0.614 ) p=0.946)].conclusionsosa patients appear to have increased carotid imt suggestive of an atherosclerotic process . 
 carotid imt could be a more useful indicator than mpv in these patients . 
 long - term prospective studies are needed to confirm these results . ","Obstructive sleep apnea (OSA) is associated with cardiovascular disease. Carotid intima-media thickness (IMT) is used to assess atherosclerosis. Mean platelet volume (MPV) is a new marker associated with atherothrombosis. In this study, we aimed to detect early atherosclerosis by measuring carotid intima-media thickness and to investigate the relationship between MPV and IMT and OSA severity. The study population consisted of 158 patients who underwent polysomnography and did not have any overt cardiac disease or risk factors. Carotid IMT was measured by ultrasonography. Blood samples were taken for MPV determination. Subjects were divided into 4 groups according to OSA severity: control, mild, moderate, and severe OSA. The patients with OSA (mild, moderate, severe) had an increased carotid IMT (0.59±0.2, 0.60±0","People with sleep apnea have thicker carotid arteries than those without sleep apnea. This is because sleep apnea is closely linked to heart disease. The thickness of the carotid arteries was measured in patients with sleep apnea and compared to those without. The results showed that the thickness of the carotid arteries increased with the severity of sleep apnea. The thickness of the carotid arteries was also found to be related to other factors such as age, blood pressure, and oxygen levels. However, measuring the thickness of the carotid arteries was found to be a more effective way to predict the presence of sleep apnea than measuring the size of platelets in the blood. Further studies are needed to confirm these results."
" background : the risk for diabetic nephropathy in type 2 diabetes is about 30 - 40% , and it is considered the leading cause of end - stage renal disease . 
 small dense low - density lipoprotein ( sdldl ) particles are believed to be atherogenic , and its predominance has been accepted as an emerging cardiovascular risk factor . 
 this study aimed to assess small dense ldl as a potential risk factor and a possible predictor for diabetic nephropathy in type 2 diabetic patients.patients and methods : according to microalbuminuria test , 40 diabetic patients were categorized into two groups : diabetic patients without nephropathy ( microalbuminuria negative group ) and diabetic patients with nephropathy ( microalbuminuria positive group ) , each group consists of 20 patients and all were non - obese and normotensive . 
 the patients were re - classified into three sub - groups depending on the glomerular filtration rate ( gfr).results : the mean of small dense ldl level in the microalbuminuria positive group was higher than that in the microalbuminuria negative group , but without statistical significance . 
 it was significantly higher in patients with either mild or moderate decrease in estimated gfr than in patients with normal estimated gfr . 
 there was statistically significant correlation between small dense ldl and albuminuria and significant inverse correlation between small dense ldl and estimated gfr in all patients in the study . based on microalbuminuria , 
 the sensitivity and specificity of small dense ldl in the diagnosis of diabetic nephropathy was 40% and 80% , respectively , with cutoff values of small dense ldl > 55.14 mg / dl . on the other hand , based on gfr , 
 the sensitivity and specificity were 88.24% and 73.91% respectively , with cutoff values of small dense ldl > 41.89 mg / dl.conclusion : small dense ldl is correlated with the incidence and severity of diabetic nephropathy in type 2 diabetic patients . 
 it should be considered as a potential risk factor and as a diagnostic biomarker to be used in conjunction with other biochemical markers for early diagnosis , assessment , and follow - up of diabetic nephropathy . ","Diabetic nephropathy is a serious complication of diabetes that can lead to kidney failure. 
Small, dense low-density lipoprotein (sdLDL) particles are believed to be atherogenic, and their predominance has been accepted as an emerging cardiovascular risk factor. 
This study aimed to assess sdLDL as a potential risk factor and a possible predictor for diabetic nephropathy in type 2 diabetic patients. 
Patients and Methods: According to microalbuminuria test, 40 diabetic patients were categorized into two groups: diabetic patients without nephropathy (microalbuminuria negative group) and diabetic patients with nephropathy (microalbuminuria positive group), each group consists of 20 patients and all were non-obese and normotensive. 
The patients were re-classified into three sub-groups depending on the glomerular filtration rate (GFR). 
Results: The mean of sdLDL level in the microalbuminuria positive group was higher than that","The study looked at the relationship between small, dense LDL particles and diabetic nephropathy in people with type 2 diabetes. The researchers found that people with type 2 diabetes who had small, dense LDL particles were more likely to have kidney damage. They also found that small, dense LDL particles were associated with a decrease in kidney function. The study suggests that small, dense LDL particles may be a potential risk factor and diagnostic biomarker for diabetic nephropathy. This means that doctors may use small, dense LDL particles as a tool to help diagnose and monitor kidney damage in people with type 2 diabetes."
" background : heart failure ( hf ) is a common medical problem with a high impact on public health . 
 evidence of gender difference in management of hf is scarce . 
 we conducted a retrospective study to evaluate the presence of gender difference in management of hf patients admitted to the tertiary care hospital in the aseer region / saudi arabia.patients and methods : a chart review was conducted at aseer central hospital ( ach ) on consecutive patients admitted with the primary diagnosis of hf between jun 2007 and may 2009 . 
 data were collected on clinical and management profiles and analyzed for the presence of gender difference in hf management.results:a total of 206 male patients and 94 female patients with hf were reviewed . 
 ischemic and dilated cardiomyopathy etiologies were significantly higher in male patients ( 42.7 vs. 28.7% , p < 0.021 ) and ( 13.1% vs. 3.2% , p < 0.008 ) , respectively . 
 renal failure and atrial fibrillation were significantly higher in female patients with hf ( 20.2 vs. , 5.3% p < 0.001 ) and ( 20.2 vs. 10.2% , p < 0.018 ) , respectively . 
 smoking was significantly higher in male patients ( 11.7 vs. 0% , p < 0.001 ) . 
 echocardiography was performed equally for both genders and ejection fraction was significantly higher in female patients ( 38.2  16.9% vs. 30.4  16.6% , p < 0.001 ) . 
 beta - blockers were prescribed significantly less to female patients ( 36.2 vs. 57.8% , p < 0.001 ) , while ace inhibitors and digoxin were prescribed significantly less to male patients ( 64.1 vs.75.5% , p < 0.049 ) and ( 24.8 vs. 36.2% , p < 0.042 ) , respectively.conclusion:gender differences were detected in clinical presentation and management of hf . 
 female patients with hf had less ischemic etiology and smoking , but more atrial fibrillation and renal dysfunction . 
 female patients were under - treated by beta - blockers while male patients were under - treated by ace inhibitors and digoxin . 
 both genders were investigated equally , and female patients had a better ejection fraction . ","Heart failure is a common medical problem that has a big impact on public health. There is not much evidence about how men and women are treated for heart failure. We looked at how men and women with heart failure were treated in a hospital in Saudi Arabia. We found that men with heart failure had more heart disease and smoking, but women had more heart problems with the heart not working well. Women were also less likely to be treated with medicines to help their heart failure. Both men and women were checked with an ultrasound to see how well their heart was working. Women had a better heart function than men.","A study looked at how heart failure is treated in men and women. The study found that men and women have different reasons for having heart failure, and that women are more likely to have atrial fibrillation and kidney problems. Women are also less likely to be given certain medicines that help with heart failure. Men are more likely to have smoking-related problems. The study also found that women tend to have better heart function than men. However, women are not getting the right treatment for their heart failure, and men are not getting enough of certain medicines that can help."
" numerous multiple trauma and surgical patients suffer from accidental hypothermia . 
 while induced hypothermia is commonly used in elective cardiac surgery due to its protective effects , accidental hypothermia is associated with increased posttraumatic complications and even mortality in severely injured patients . 
 this paper focuses on protective molecular mechanisms of hypothermia on apoptosis and the posttraumatic immune response . 
 although information regarding severe trauma is limited , there is evidence that induced hypothermia may have beneficial effects on the posttraumatic immune response as well as apoptosis in animal studies and certain clinical situations . 
 however , more profound knowledge of mechanisms is necessary before randomized clinical trials in trauma patients can be initiated . ",Many people who are injured in a car crash or other accident become very cold. This is called accidental hypothermia. It is often seen in people who have been injured in a car crash or other accident. The body temperature of these people is often lower than 35 degrees Celsius. This is because the body is not able to produce enough heat to keep the body warm. The body temperature of people who have been injured in a car crash or other accident is often lower than 35 degrees Celsius. This is because the body is not able to produce enough heat to keep the body warm. The body temperature of people who have been injured in a car crash or other accident is often lower than 35 degrees Celsius. This is because the body is not able to produce enough heat to keep the body warm. The body temperature of people who have been injured in a car crash or other accident is often lower than 35 degrees Celsius. This is because the body is not able to produce enough heat to keep,"Many people who are injured in accidents and need surgery often get very cold. This can be bad for them. Doctors have found that cooling the body can help protect it from damage after a serious injury. But it's not clear if cooling the body can help people who are injured in accidents. Some studies have shown that cooling the body can help the immune system and prevent cell death in people who are injured. However, more research is needed to understand how cooling the body works and to see if it can help people who are injured in accidents."
" a 76-year - old female present to the emergency department with dysarthria , dizziness , dyspnea . 
 the patient had hypertension and atrial fibrillation . 
 brain mri revealed right cerebellar infarction . 
 transthoracic echocardiography showed a large round mass in the left atrium . 
 transesophageal echocardiography showed large complex echogenic round mass lesion attached on left atrial side of interatrial septum . 
 coronary angiogram revealed round movable mass lesion in left atrium with feeding arteries originated from right coronary artery . 
 she underwent removal of mass and maze operation , and pathologic finding was compatible with myxoma . ",A 65-year-old man had a heart attack and was treated successfully with a procedure to open his blocked arteries.,"A 76-year-old woman came to the hospital with symptoms of difficulty speaking, dizziness, and shortness of breath. She had high blood pressure and a heart condition called atrial fibrillation. Tests showed that she had a tumor in her heart, specifically a type of tumor called a myxoma, which was blocking blood flow. She underwent surgery to remove the tumor and a procedure to repair her heart, and the tumor was confirmed to be a myxoma."
" the long - term sequelae of mantle therapy include , especially lung and cardiac disease but also involve the vessels and the organs in the neck and thorax ( such as thyroid , aorta , and esophagus ) . 
 we presented the case of 66-year - old female admitted for congestive heart failure in radiation - induced heart disease . 
 the patient had undergone to massive radiotherapy 42 years ago for hodgkin 's disease ( type 1a ) . 
 transesophageal echocardiography was performed unsuccessfully with difficulty because of the rigidity and impedance of esophageal walls . 
 our case is an extraordinary report of radiotherapy 's latency effect as a result of dramatic changes in the structure of mediastinum , in particular in the esophagus , causing unavailability of a transesophageal echocardiogram . ","The long-term side effects of mantle radiation therapy include heart and lung problems, as well as damage to blood vessels and organs in the neck and chest, such as the thyroid, aorta, and esophagus. We present the case of a 66-year-old woman with heart failure due to radiation-induced heart disease. The patient had received massive radiation therapy 42 years ago for Hodgkin's disease (type 1a). Transesophageal echocardiography was performed unsuccessfully due to the rigidity and impedance of the esophagus. Our case is an extraordinary report of the latency effect of radiation therapy as a result of dramatic changes in the structure of the mediastinum, particularly the esophagus, making transesophageal echocardiography unavailable.",A 66-year-old woman had heart problems due to radiation therapy she received 42 years ago for cancer. She had trouble getting a test done to check her heart because the radiation caused her esophagus to become stiff and hard to reach.
" abstracttissue engineering is an increasingly expanding area of research in the cardiovascular field that involves engineering , chemistry , biology and medicine . 
 cardiac tissue engineering ( cte ) aims to regenerate myocardial damage by combining cells , matrix , biological active molecules and physiological stimuli . 
 the rationale behind cte applications is that in order to regenerate the ventricular wall after a myocardial infarction it is necessary to combine procedures that regenerate both cardiomyocytes and the extracellular matrix . 
 the application of ( stem ) cells together with a matrix could represent an environment protected from the inflammatory and pro - apoptotic signals , a stemness / survival reservoir slowly releasing cells and factors promoting tissue regeneration and angiogenesis . 
 this review will focus on the applications and advantages that cte application could offer compared to conventional cell therapy . ","Tissue engineering is a growing area of research in the cardiovascular field that involves engineering, chemistry, biology, and medicine. Cardiac tissue engineering (CTE) aims to regenerate myocardial damage by combining cells, matrix, biological active molecules, and physiological stimuli. The rationale behind CTE applications is that in order to regenerate the ventricular wall after a myocardial infarction, it is necessary to combine procedures that regenerate both cardiomyocytes and the extracellular matrix. The application of stem cells together with a matrix could represent an environment protected from the inflammatory and pro-apoptotic signals, a stemness/survival reservoir slowly releasing cells and factors promoting tissue regeneration and angiogenesis. This review will focus on the applications and advantages that CTE application could offer compared to conventional cell therapy.","Scientists are working on a new way to repair damaged heart tissue using special cells and a special material that helps them grow and work properly. They want to use this new way to fix damaged heart tissue after a heart attack, and they think it could be better than other ways of repairing the heart."
" 
 rationale . accumulated evidence implicates sympathetic activation as inducing oxidative stress and systemic inflammation , which in turn lead to hypertension , endothelial dysfunction , and atherosclerosis in obstructive sleep apnea ( osa ) . 
 statins through their pleiotropic properties may modify inflammation , lipid profile , and cardiovascular outcomes in osa . 
 methods . 
 this multicenter , randomized , double - blind study compared the effects of atorvastatin 40  mg / day versus placebo over 12 weeks on endothelial function ( the primary endpoint ) measured by peripheral arterial tone ( pat ) . 
 secondary endpoints included office blood pressure ( bp ) , early carotid atherosclerosis , arterial stiffness measured by pulse wave velocity ( pwv ) , and metabolic parameters . results . 
 51 severe osa patients were randomized . 
 key demographics for the study population were age 54  11 years , 21.6% female , and bmi 28.5  4.5  kg / m2 . in intention to treat analysis , mean 
 pat difference between atorvastatin and placebo groups was 0.008 ( 0.29 ; 0.28 ) , p = 0.979 . 
 total and ldl cholesterol significantly improved with atorvastatin . 
 systolic bp significantly decreased with atorvastatin ( mean difference : 6.34  mmhg ( 12.68 ; 0.01 ) , p = 0.050 ) whereas carotid atherosclerosis and pwv were unchanged compared to the placebo group . conclusion . in osa patients , 
 3 months of atorvastatin neither improved endothelial function nor reduced early signs of atherosclerosis although it lowered blood pressure and improved lipid profile . this trial is registered with nct00669695 . ",A study found that statins did not improve blood flow in the legs or arteries in people with sleep apnea. Statins may lower blood pressure and improve cholesterol levels in people with sleep apnea.,"A study looked at whether taking a statin (atorvastatin) for 3 months could improve the health of people with obstructive sleep apnea (OSA). The study found that taking the statin did lower blood pressure and improve cholesterol levels, but it did not improve the health of the blood vessels or reduce signs of atherosclerosis (hardening of the arteries)."
" although its use in daily practice is not common , optical coherence tomography ( oct ) is a powerful research tool in invasive cardiology . 
 this report describes a hazy angiography image after percutaneous coronary intervention that has been assessed using oct . 
 based on the results of the oct , the patient underwent an elective coronary angioplasty with standard anticoagulation . 
 after implantation of the stent , an intracoronary hazy image was seen on angiography . 
 the use of oct permitted a correct diagnosis and a successful treatment . 
 this paper provides a discussion of the advantages and disadvantages of oct , and a comparison with intravascular ultrasound . ",A 45-year-old man had a heart attack and was treated successfully with a procedure to open his blocked arteries.,"A new tool called optical coherence tomography (oct) was used to help doctors understand a blurry picture of the heart's arteries after a procedure to open blocked arteries. The tool helped doctors figure out what was wrong and fix it. The paper talks about the good and bad things about using oct, and how it compares to another tool called intravascular ultrasound."
" backgroundnatriuretic peptides promote natriuresis , diuresis , and vasodilation . 
 experimental deficiency of natriuretic peptides leads to hypertension ( htn ) and cardiac hypertrophy , conditions more common among african americans . 
 hospital - based studies suggest that african americans may have reduced circulating natriuretic peptides , as compared to caucasians , but definitive data from community - based cohorts are lacking.methods and resultswe examined plasma n - terminal pro b - type natriuretic peptide ( ntprobnp ) levels according to race in 9137 atherosclerosis risk in communities ( aric ) study participants ( 22% african american ) without prevalent cardiovascular disease at visit 4 ( 19961998 ) . 
 multivariable linear and logistic regression analyses were performed adjusting for clinical covariates . among african americans , percent european ancestry was determined from genetic ancestry informative markers and then examined in relation to ntprobnp levels in multivariable linear regression analysis . 
 ntprobnp levels were significantly lower in african americans ( median , 43  pg / ml ; interquartile range [ iqr ] , 18 , 88 ) than caucasians ( median , 68  pg / ml ; iqr , 36 , 124 ; p<0.0001 ) . 
 in multivariable models , adjusted log ntprobnp levels were 40% lower ( 95% confidence interval [ ci ] , 43 , 36 ) in african americans , compared to caucasians , which was consistent across subgroups of age , gender , htn , diabetes , insulin resistance , and obesity . 
 african - american race was also significantly associated with having nondetectable ntprobnp ( adjusted or , 5.74 ; 95% ci , 4.22 , 7.80 ) . in multivariable analyses in african americans , 
 a 10% increase in genetic european ancestry was associated with a 7% ( 95% ci , 1 , 13 ) increase in adjusted log ntprobnp.conclusionsafrican americans have lower levels of plasma ntprobnp than caucasians , which may be partially owing to genetic variation . 
 low natriuretic peptide levels in african americans may contribute to the greater risk for htn and its sequalae in this population . ",A 45-year-old man had a heart attack and was treated successfully with a procedure to open his blocked arteries.,"Studies found that African Americans have lower levels of a hormone that helps the heart work properly. This hormone, called natriuretic peptide, is lower in African Americans than in Caucasians. The lower levels of this hormone may contribute to the higher risk of high blood pressure and related problems in African Americans. Additionally, having some European ancestry in African Americans was associated with higher levels of this hormone."
" we describe two cases of pulmonary arterial hypertension ( pah ) that occurred under dasatinib treatment and were resolved after dasatinib discontinuation . 
 two patients with chronic phase chronic myeloid leukemia ( cml ) were switched to dasatinib therapy because of hematological progress while receiving imatinib . 
 these patients had new york heart association ( nyha ) functional class ii dyspnea with elevated right ventricular systolic pressure ( rvsp ) , which progressed under dasatinib treatment . 
 after dasatinib treatment was discontinued , subjective symptoms were improved to nyha functional class i and the follow - up transthoracic doppler echocardiography showed improved rvsp . 
 treatment with an alternate tyrosine kinase inhibitor was initiated and had been continued without development of dyspnea or elevation of rvsp . 
 this report suggests that dasatinib can cause the reversible pah , therefore , routine cardiopulmonary evaluation before and during treatment with dasatinib may be needed in cml patients with clinical manifestations . ",A 45-year-old,"Two patients with a type of blood cancer called chronic myeloid leukemia (CML) developed a condition called pulmonary arterial hypertension (PAH) while taking a medication called dasatinib. The PAH symptoms improved when the patient stopped taking dasatinib and started taking a different medication. This suggests that dasatinib can cause PAH, and patients with CML should be checked for PAH before and during treatment with dasatinib."
" the atheroprotective role of high - density lipoprotein cholesterol ( hdl - c ) in cardiovascular disease has been unequivocally established , and epidemiological data have clearly demonstrated a strong inverse relationship between hdl - c levels and the risk of cardiovascular events , which is independent of the low - density lipoprotein cholesterol ( ldl - c ) levels . 
 thus , it would be logical to hypothesize that raising hdl - c might potentially lead to a reduction of cardiovascular risk . 
 cholesteryl ester transfer protein ( cetp ) promotes the transfer of cholesteryl esters from hdl to very low - density lipoprotein and ldl . 
 therefore , cetp inhibition raises hdl - c levels and decreases ldl - c levels . 
 the first trials with cetp inhibitors failed to show a reduction in cardiovascular events . however , newer cetp inhibitors with more favorable effects on lipids are presently being tested in clinical trials with the hope that their use may lead to a reduction in cardiovascular risk . 
 this review aims to provide the current evidence regarding cetp inhibition , as well as the clinical and scientific data pertaining to the new cetp inhibitors in development . ","High-density lipoprotein cholesterol (HDL-C) is known to protect against heart disease. Epidemiological studies have shown that people with higher HDL-C levels have a lower risk of heart disease. It would therefore be logical to think that raising HDL-C levels might reduce the risk of heart disease. Cholesteryl ester transfer protein (CETP) transfers cholesterol from HDL to other lipoproteins such as LDL. Inhibiting CETP increases HDL-C levels and decreases LDL-C levels. The first trials with CETP inhibitors did not show a reduction in heart disease. However, newer CETP inhibitors with more favorable effects on lipids are now being tested in clinical trials. This review summarizes the current evidence regarding CETP inhibition, as well as the clinical and scientific data pertaining to the new CETP inhibitors in development.","High-density lipoprotein (HDL) cholesterol helps protect against heart disease. Studies have shown that people with higher levels of HDL cholesterol are less likely to have heart problems. Researchers think that increasing HDL cholesterol might help reduce heart disease risk. A protein called cholesteryl ester transfer protein (CETP) helps move cholesterol from HDL to other types of cholesterol. Inhibiting CETP might raise HDL levels and lower LDL levels. However, early trials of CETP inhibitors didn't show a decrease in heart problems. New CETP inhibitors are being tested in clinical trials to see if they can help reduce heart disease risk. This review looks at the current evidence on CETP inhibition and the new CETP inhibitors being developed."
